st_tekme,starost,nasprotnik,zadetki,asistence,tocke,plus_minus,kazni,streli
1,18-232,WSH,0,0,0,2,0,1
2,18-234,NJD,1,0,1,-1,0,1
3,18-236,STL,0,0,0,-1,0,1
4,18-238,CHI,0,0,0,0,0,0
5,18-240,NYI,1,0,1,1,0,3
6,18-243,PHI,0,0,0,-2,0,1
7,18-246,BUF,1,1,2,1,2,3
8,18-247,NYR,0,0,0,-2,2,4
9,18-250,MTL,0,0,0,0,0,0
10,18-252,QUE,0,0,0,0,0,1
11,18-254,NJD,0,0,0,-2,0,2
12,18-255,NYI,2,0,2,2,0,3
13,18-257,PHI,0,2,2,1,0,3
14,18-261,NYR,0,0,0,0,0,0
15,18-264,CGY,0,0,0,1,2,0
16,18-266,STL,0,0,0,0,2,4
17,18-268,BOS,0,1,1,0,0,3
18,18-271,MNS,1,0,1,0,0,1
19,18-272,WIN,1,0,1,-1,0,1
20,18-275,LAK,0,0,0,0,0,0
21,18-279,PHI,0,0,0,0,0,4
22,18-281,WSH,0,0,0,-2,0,1
23,18-282,WSH,0,0,0,-1,0,1
24,18-285,EDM,0,0,0,-1,0,1
25,18-287,HAR,0,0,0,-1,2,0
26,18-289,MNS,0,0,0,0,0,0
27,18-291,NYR,0,1,1,0,0,0
28,18-293,WSH,0,0,0,0,0,1
29,18-295,VAN,0,0,0,0,0,0
30,18-296,HAR,0,0,0,-1,2,1
31,18-299,CHI,0,0,0,-2,0,1
32,18-301,NJD,0,0,0,-1,0,0
33,18-302,BUF,0,0,0,0,0,0
34,18-304,DET,0,0,0,0,0,2
35,18-306,WIN,0,1,1,1,10,1
36,18-308,MNS,1,0,1,0,0,1
37,18-310,NYI,0,1,1,0,0,1
38,18-311,NYI,1,0,1,0,0,1
39,18-314,WSH,1,2,3,3,0,1
40,18-316,DET,0,1,1,1,0,1
41,18-317,TOR,2,0,2,0,0,3
42,18-319,STL,0,0,0,0,0,1
43,18-322,NYR,0,1,1,-2,0,4
44,18-324,NJD,1,0,1,1,0,2
45,18-325,MTL,0,1,1,-2,0,2
46,18-327,EDM,0,2,2,2,2,4
47,18-329,CGY,0,1,1,1,0,1
48,18-334,PHI,0,1,1,0,0,1
49,18-336,TOR,0,0,0,0,0,1
50,18-341,NJD,0,0,0,-1,0,3
51,18-345,QUE,0,1,1,0,0,1
52,18-348,WSH,0,1,1,1,0,4
53,18-350,PHI,0,0,0,0,0,1
54,18-352,BOS,3,0,3,1,4,5
55,18-353,BOS,0,1,1,0,2,3
56,18-358,WIN,0,0,0,-2,0,2
57,18-361,EDM,2,0,2,1,0,3
58,18-364,NYI,0,1,1,1,0,0
59,19-001,NYI,1,1,2,0,0,1
60,19-004,BUF,1,0,1,0,0,3
61,19-006,TOR,0,1,1,1,0,0
62,19-007,NJD,0,1,1,-1,0,2
63,19-009,WSH,1,0,1,-2,0,2
64,19-011,LAK,0,0,0,-2,0,0
65,19-012,VAN,0,0,0,-1,0,2
66,19-014,CGY,0,1,1,-3,2,2
67,19-018,VAN,0,0,0,0,2,2
68,19-020,LAK,0,0,0,0,0,3
69,19-022,HAR,1,0,1,1,0,3
70,19-023,NYI,0,1,1,1,0,1
71,19-025,MTL,0,1,1,0,0,2
72,19-029,QUE,1,1,2,2,0,2
73,19-030,NYR,0,0,0,0,2,0
74,19-032,NJD,1,0,1,1,0,1
75,19-034,NYR,0,1,1,1,0,4
76,19-036,CHI,0,0,0,0,0,2
77,19-039,PHI,0,0,0,0,2,2
78,19-040,DET,2,0,2,2,0,3
79,19-043,PHI,1,1,2,1,0,4
80,19-044,NYR,0,1,1,-1,4,4
81,19-231,BUF,0,3,3,1,0,5
82,19-233,PHI,0,0,0,0,0,3
83,19-237,PHI,0,1,1,1,0,4
84,19-239,NJD,0,0,0,-1,0,1
85,19-242,NYI,1,1,2,3,0,5
86,19-244,NYI,1,1,2,1,0,2
87,19-246,NYR,1,1,2,-3,0,4
88,19-249,CHI,0,1,1,1,0,4
89,19-251,NJD,0,0,0,-1,0,4
90,19-253,MTL,0,0,0,0,0,2
91,19-256,WSH,0,0,0,-2,0,1
92,19-258,MNS,1,1,2,2,0,5
93,19-260,HAR,0,0,0,-1,0,1
94,19-263,BOS,1,0,1,1,0,4
95,19-266,WIN,0,0,0,0,0,1
96,19-267,MNS,0,1,1,0,2,2
97,19-269,NYR,0,0,0,0,0,1
98,19-271,EDM,1,2,3,5,0,5
99,19-273,WSH,0,1,1,-2,0,2
100,19-276,QUE,1,1,2,2,0,3
101,19-278,PHI,1,2,3,2,2,3
102,19-281,NYI,0,0,0,-1,0,3
103,19-285,NJD,0,0,0,0,2,2
104,19-287,PHI,1,3,4,5,0,2
105,19-288,PHI,0,2,2,2,0,1
106,19-291,EDM,0,0,0,-3,0,0
107,19-293,SJS,0,0,0,1,0,3
108,19-295,STL,0,0,0,-1,0,3
109,19-298,NYR,0,0,0,-2,0,1
110,19-301,NJD,0,0,0,0,0,3
111,19-302,WSH,1,0,1,-1,2,4
112,19-305,SJS,0,2,2,1,0,3
113,19-307,BOS,2,0,2,1,0,4
114,19-309,NYR,1,0,1,0,0,6
115,19-311,NYI,0,0,0,-2,0,3
116,19-314,TOR,2,0,2,2,0,5
117,19-316,WSH,0,2,2,2,0,2
118,19-317,NYR,2,1,3,2,0,5
119,19-319,NJD,1,0,1,0,0,6
120,19-321,NJD,0,0,0,0,0,0
121,19-323,WIN,0,1,1,0,2,4
122,19-326,LAK,0,0,0,0,0,3
123,19-329,CGY,2,0,2,0,0,4
124,19-331,VAN,1,0,1,-1,0,2
125,19-335,DET,0,0,0,0,0,1
126,19-342,BUF,0,0,0,-1,2,1
127,19-344,NYI,1,1,2,1,0,1
128,19-345,WSH,1,0,1,1,12,4
129,20-005,QUE,1,1,2,2,0,4
130,20-007,MTL,0,0,0,0,0,2
131,20-010,WSH,0,0,0,-1,0,2
132,20-012,HAR,1,0,1,-2,0,2
133,20-014,BUF,1,1,2,1,2,2
134,20-017,CGY,1,0,1,0,0,6
135,20-020,SJS,0,0,0,1,2,4
136,20-021,LAK,0,0,0,-2,4,4
137,20-024,CGY,0,1,1,1,2,1
138,20-026,NYI,1,0,1,-1,0,5
139,20-028,TOR,0,1,1,-2,0,3
140,20-029,CHI,0,1,1,0,0,0
141,20-031,EDM,0,2,2,-1,0,1
142,20-033,QUE,2,0,2,0,0,5
143,20-036,HAR,0,0,0,-1,0,3
144,20-038,DET,0,0,0,0,0,4
145,20-040,VAN,0,1,1,1,0,0
146,20-042,MTL,0,1,1,1,0,1
147,20-045,PHI,0,0,0,-1,0,0
148,20-058,NJD,0,0,0,-1,0,0
149,20-060,WSH,2,0,2,2,0,4
150,20-061,NYR,0,0,0,0,0,3
151,20-234,PHI,0,0,0,-1,0,4
152,20-236,NYI,1,2,3,2,4,3
153,20-238,MTL,0,0,0,-1,0,4
154,20-241,BUF,1,2,3,1,0,5
155,20-243,MTL,1,1,2,1,0,5
156,20-245,HAR,0,3,3,2,2,5
157,20-248,VAN,1,1,2,2,0,4
158,20-250,DET,1,3,4,2,0,4
159,20-252,NJD,1,0,1,1,0,1
160,20-255,OTT,0,0,0,-1,0,2
161,20-257,STL,0,0,0,-1,0,1
162,20-260,TBL,0,2,2,1,2,3
163,20-262,NYI,0,0,0,1,0,1
164,20-264,STL,1,0,1,1,0,6
165,20-266,TOR,0,0,0,-1,0,10
166,20-267,CHI,1,0,1,-2,0,4
167,20-269,MNS,0,0,0,0,0,2
168,20-271,QUE,0,0,0,-1,0,2
169,20-272,DET,0,0,0,-2,0,2
170,20-276,BUF,0,1,1,-1,0,4
171,20-279,NJD,0,0,0,1,2,6
172,20-280,NJD,1,0,1,1,0,2
173,20-282,NYR,0,0,0,0,2,2
174,20-284,NYR,0,1,1,1,0,0
175,20-286,WSH,0,0,0,-4,2,2
176,20-287,WSH,0,2,2,2,0,0
177,20-290,NYI,1,1,2,2,0,2
178,20-292,LAK,0,0,0,-1,0,5
179,20-294,SJS,1,1,2,2,0,5
180,20-297,WIN,1,2,3,3,2,3
181,20-300,NJD,0,0,0,-1,2,2
182,20-301,NJD,0,1,1,1,0,1
183,20-304,PHI,0,1,1,0,0,3
184,20-306,PHI,2,0,2,1,2,4
185,20-308,NYI,2,0,2,1,2,3
186,20-310,QUE,1,1,2,1,0,4
187,20-312,PHI,0,1,1,2,0,3
188,20-316,BUF,1,0,1,-1,2,2
189,20-320,TOR,0,0,0,-1,0,3
190,20-322,NYR,0,1,1,-1,0,4
191,20-325,BOS,1,2,3,2,0,1
192,20-327,MNS,0,0,0,-1,0,7
193,20-329,CGY,0,0,0,1,0,3
194,20-330,WIN,0,0,0,-1,0,1
195,20-334,BOS,0,0,0,-2,2,3
196,20-336,OTT,0,2,2,2,0,3
197,20-339,VAN,0,2,2,2,4,3
198,20-342,EDM,0,0,0,0,0,4
199,20-343,CGY,1,1,2,2,0,2
200,20-346,WSH,0,2,2,2,0,3
201,20-348,NYI,0,0,0,-1,0,0
202,20-350,PHI,1,1,2,1,0,3
203,20-351,WSH,0,0,0,0,0,1
204,20-359,BOS,0,3,3,3,0,5
205,20-361,NYR,0,2,2,1,0,3
206,20-364,CHI,0,0,0,1,2,1
207,20-365,BUF,1,0,1,-2,0,5
208,21-003,EDM,0,1,1,0,0,4
209,21-005,NYI,1,0,1,0,0,2
210,21-006,HAR,0,1,1,1,0,3
211,21-008,NJD,1,0,1,0,0,3
212,21-015,PHI,0,0,0,-1,15,1
213,21-018,NYR,0,0,0,-3,0,1
214,21-022,BOS,0,0,0,0,2,1
215,21-024,LAK,2,0,2,1,0,6
216,21-027,NYI,0,0,0,1,0,1
217,21-031,WSH,1,1,2,3,0,5
218,21-033,PHI,1,2,3,1,0,4
219,21-034,EDM,1,0,1,1,0,4
220,21-036,SJS,1,2,3,2,0,3
221,21-038,NJD,1,0,1,-1,0,1
222,21-040,BOS,1,1,2,2,2,3
223,21-041,WSH,0,0,0,-1,0,2
224,21-043,OTT,0,1,1,1,0,4
225,21-045,HAR,0,2,2,2,2,4
226,21-047,QUE,0,0,0,-2,0,2
227,21-048,NJD,1,1,2,1,4,2
228,21-051,MTL,0,1,1,-1,0,6
229,21-053,NYR,1,1,2,0,0,2
230,21-054,NYR,0,2,2,2,2,1
231,21-058,NJD,0,2,2,-1,2,1
232,21-232,PHI,0,1,1,-1,0,1
233,21-234,MTL,0,0,0,0,0,4
234,21-236,NYR,0,2,2,1,0,7
235,21-237,QUE,1,1,2,-1,2,5
236,21-239,FLA,0,1,1,1,2,3
237,21-241,TBL,1,0,1,2,0,2
238,21-243,HAR,0,2,2,1,2,3
239,21-246,NYI,0,1,1,0,0,3
240,21-249,BUF,2,1,3,3,0,3
241,21-250,STL,0,0,0,-1,0,1
242,21-255,QUE,0,0,0,-1,0,6
243,21-257,CHI,2,1,3,2,0,3
244,21-260,SJS,0,0,0,0,0,1
245,21-261,BUF,2,2,4,4,0,8
246,21-264,LAK,0,1,1,-3,0,1
247,21-265,MDA,1,1,2,0,0,3
248,21-267,STL,0,1,1,2,15,0
249,21-269,CHI,0,0,0,0,2,2
250,21-271,DET,0,1,1,-2,0,3
251,21-274,PHI,1,5,6,3,0,3
252,21-276,WSH,0,1,1,2,0,5
253,21-278,MTL,0,0,0,-1,0,2
254,21-282,BOS,1,0,1,-1,0,4
255,21-284,WSH,0,0,0,0,0,3
256,21-285,OTT,1,1,2,0,0,12
257,21-290,NJD,1,0,1,0,0,3
258,21-292,HAR,1,3,4,0,2,4
259,21-296,DAL,0,1,1,1,0,4
260,21-299,TBL,0,0,0,1,0,2
261,21-302,LAK,0,0,0,0,0,5
262,21-304,BUF,0,0,0,1,4,2
263,21-307,NYI,1,1,2,-3,0,5
264,21-309,TBL,0,1,1,2,2,3
265,21-311,BOS,0,0,0,2,2,5
266,21-314,WSH,0,0,0,-2,0,4
267,21-316,PHI,0,2,2,-1,0,7
268,21-319,QUE,0,0,0,-1,0,5
269,21-321,HAR,0,2,2,-2,2,4
270,21-322,OTT,1,0,1,3,0,2
271,21-326,BUF,0,2,2,2,0,2
272,21-327,CGY,0,0,0,0,0,2
273,21-330,BOS,0,2,2,-3,2,1
274,21-332,FLA,0,1,1,0,2,11
275,21-334,EDM,1,0,1,0,0,1
276,21-337,QUE,1,1,2,-3,0,2
277,21-351,FLA,0,0,0,0,0,1
278,21-354,DET,0,1,1,0,0,5
279,21-355,NJD,1,1,2,0,0,3
280,21-357,MTL,0,0,0,-1,0,3
281,21-360,NYI,1,0,1,0,0,4
282,21-362,DAL,0,0,0,-1,0,4
283,21-363,PHI,0,0,0,0,2,4
284,22-000,WIN,1,0,1,1,0,7
285,22-002,HAR,0,0,0,-3,0,6
286,22-004,MTL,1,0,1,0,0,4
287,22-006,NYR,1,1,2,0,0,3
288,22-009,MDA,0,1,1,-1,0,3
289,22-011,BUF,2,0,2,1,0,6
290,22-013,FLA,0,0,0,-1,0,4
291,22-017,BUF,1,0,1,-1,2,5
292,22-019,WIN,0,0,0,0,0,2
293,22-021,BOS,0,2,2,2,0,4
294,22-023,TOR,0,1,1,1,2,5
295,22-025,NYR,1,1,2,2,2,3
296,22-026,HAR,1,0,1,1,0,3
297,22-028,WSH,0,3,3,0,0,1
298,22-030,BOS,1,1,2,2,2,1
299,22-032,VAN,0,2,2,2,2,3
300,22-033,NYI,0,2,2,1,0,1
301,22-035,SJS,0,1,1,1,0,5
302,22-037,OTT,0,0,0,1,0,7
303,22-039,CGY,0,2,2,-2,0,6
304,22-040,EDM,0,1,1,-1,2,9
305,22-043,VAN,0,1,1,0,2,4
306,22-047,BOS,0,2,2,2,0,1
307,22-048,TBL,1,0,1,1,0,4
308,22-050,NJD,0,1,1,1,0,2
309,22-052,NJD,1,1,2,0,0,7
310,22-053,MTL,1,0,1,-1,2,3
311,22-055,OTT,0,3,3,1,4,3
312,22-339,TBL,1,1,2,2,0,4
313,22-342,FLA,1,0,1,1,0,5
314,22-344,NYR,1,0,1,1,0,4
315,22-346,OTT,1,1,2,0,0,4
316,22-348,WSH,1,2,3,2,0,4
317,22-351,NYR,0,0,0,1,0,6
318,22-354,TBL,1,0,1,0,0,4
319,22-355,NJD,1,2,3,0,2,8
320,22-357,FLA,0,1,1,0,2,3
321,22-359,NYI,1,3,4,4,0,3
322,22-361,MTL,2,0,2,1,0,8
323,22-364,BOS,3,1,4,3,0,7
324,23-001,HAR,0,4,4,2,4,4
325,23-003,HAR,0,0,0,-1,0,7
326,23-004,BUF,0,0,0,0,0,5
327,23-006,QUE,1,1,2,-2,2,5
328,23-009,TBL,0,0,0,-1,0,3
329,23-010,NYI,0,0,0,-1,2,2
330,23-012,QUE,1,1,2,2,2,2
331,23-015,BUF,1,0,1,-1,0,4
332,23-017,BOS,0,0,0,-1,0,3
333,23-018,PHI,0,0,0,-1,0,1
334,23-020,QUE,0,0,0,0,0,3
335,23-022,NYI,0,0,0,-2,0,4
336,23-024,BUF,0,3,3,0,0,1
337,23-026,MTL,1,0,1,1,0,4
338,23-028,MTL,2,0,2,1,0,2
339,23-029,QUE,1,1,2,2,0,7
340,23-032,OTT,2,0,2,2,0,4
341,23-034,BUF,0,1,1,0,2,1
342,23-037,NJD,1,1,2,0,0,5
343,23-039,FLA,0,0,0,0,0,2
344,23-041,NYI,2,0,2,1,17,7
345,23-045,PHI,0,2,2,1,0,8
346,23-049,HAR,1,1,2,0,0,2
347,23-052,MTL,0,0,0,-1,0,3
348,23-054,OTT,0,1,1,0,2,0
349,23-055,WSH,1,2,3,1,0,6
350,23-059,OTT,1,0,1,-1,0,7
351,23-060,PHI,0,0,0,0,0,1
352,23-062,NYR,0,4,4,3,0,2
353,23-066,WSH,0,0,0,0,0,1
354,23-067,HAR,0,1,1,1,0,2
355,23-070,NJD,0,1,1,1,0,4
356,23-072,BOS,0,2,2,2,0,2
357,23-074,BOS,2,0,2,0,0,4
358,23-076,WSH,2,0,2,0,2,10
359,23-077,FLA,0,1,1,0,0,4
360,23-234,TOR,1,2,3,1,2,5
361,23-236,COL,2,3,5,2,0,4
362,23-239,CHI,0,0,0,-2,0,8
363,23-241,MDA,2,0,2,0,0,7
364,23-247,HAR,0,1,1,1,0,1
365,23-248,LAK,1,0,1,-1,0,7
366,23-253,NYI,1,2,3,-2,0,3
367,23-255,NJD,0,2,2,0,0,6
368,23-259,TBL,2,1,3,2,0,6
369,23-261,BUF,1,0,1,-2,0,4
370,23-262,PHI,1,2,3,2,2,5
371,23-266,OTT,2,2,4,2,2,6
372,23-268,SJS,2,2,4,3,2,7
373,23-269,LAK,0,1,1,1,2,9
374,23-272,DAL,0,0,0,-1,0,4
375,23-275,WSH,1,0,1,0,0,7
376,23-276,WSH,0,3,3,2,0,4
377,23-279,NYR,1,2,3,3,0,7
378,23-280,NYR,0,1,1,-1,6,6
379,23-283,BUF,0,1,1,1,4,3
380,23-286,OTT,2,1,3,2,0,9
381,23-288,BOS,1,1,2,0,0,7
382,23-289,FLA,2,0,2,1,0,7
383,23-291,TBL,1,1,2,0,0,1
384,23-293,NYI,1,0,1,0,0,7
385,23-295,MTL,0,3,3,2,2,4
386,23-297,HAR,1,3,4,3,2,7
387,23-301,MDA,0,0,0,-4,2,7
388,23-303,DAL,1,1,2,1,6,6
389,23-305,PHI,1,2,3,2,0,8
390,23-307,CGY,1,2,3,2,0,4
391,23-310,MTL,1,0,1,-2,2,4
392,23-311,MTL,0,0,0,0,0,7
393,23-314,BUF,1,3,4,2,0,5
394,23-316,HAR,2,2,4,-1,4,9
395,23-318,FLA,1,2,3,0,2,5
396,23-320,WSH,1,0,1,-3,0,5
397,23-322,OTT,1,0,1,0,4,2
398,23-324,DET,0,1,1,0,0,5
399,23-325,STL,0,0,0,0,0,4
400,23-327,VAN,0,2,2,1,0,4
401,23-331,MTL,1,2,3,0,0,7
402,23-332,SJS,1,0,1,-1,0,5
403,23-335,COL,0,0,0,-2,0,3
404,23-336,BUF,1,0,1,1,0,6
405,23-341,BOS,2,2,4,2,2,8
406,23-343,OTT,0,1,1,0,6,5
407,23-346,PHI,0,2,2,1,0,4
408,23-348,FLA,1,0,1,0,0,9
409,23-350,TBL,0,0,0,-1,0,1
410,23-353,DET,0,0,0,-1,0,2
411,23-356,BOS,1,2,3,1,0,5
412,23-357,NJD,1,0,1,1,0,2
413,23-360,CHI,2,0,2,1,2,8
414,23-362,TOR,0,0,0,0,2,4
415,24-001,WIN,1,0,1,1,2,5
416,24-003,NYR,2,0,2,1,2,4
417,24-006,BUF,0,2,2,-1,8,6
418,24-008,HAR,2,0,2,0,0,6
419,24-009,MTL,2,0,2,-1,0,5
420,24-012,VAN,2,2,4,2,0,5
421,24-014,CGY,0,3,3,0,0,4
422,24-015,EDM,1,2,3,2,2,2
423,24-019,WIN,0,4,4,3,2,2
424,24-021,OTT,0,2,2,2,0,5
425,24-023,NJD,0,2,2,0,6,2
426,24-027,HAR,0,0,0,-1,0,5
427,24-028,BOS,1,0,1,1,2,6
428,24-030,NYI,0,0,0,0,2,5
429,24-035,EDM,0,2,2,1,0,4
430,24-037,BUF,1,1,2,0,0,6
431,24-038,NYR,2,1,3,4,0,3
432,24-040,STL,0,1,1,-1,2,5
433,24-042,FLA,1,0,1,-1,0,2
434,24-044,NJD,0,1,1,0,0,3
435,24-045,PHI,0,0,0,1,2,3
436,24-049,WSH,0,0,0,0,2,1
437,24-051,TBL,1,0,1,1,0,6
438,24-053,HAR,1,1,2,1,0,4
439,24-055,NYI,0,1,1,-2,4,1
440,24-056,OTT,0,2,2,1,2,4
441,24-059,BOS,0,2,2,-2,2,4
442,24-233,TBL,0,0,0,0,0,3
443,24-236,HAR,0,0,0,-2,0,3
444,24-239,OTT,1,0,1,1,0,6
445,24-240,OTT,1,0,1,-1,4,7
446,24-244,NYR,0,0,0,-3,0,1
447,24-245,BUF,1,0,1,0,0,7
448,24-247,WSH,1,0,1,0,0,2
449,24-250,EDM,0,1,1,-2,2,5
450,24-252,CGY,1,0,1,0,0,4
451,24-254,VAN,1,0,1,0,0,5
452,24-260,WSH,1,0,1,-1,2,5
453,24-261,OTT,3,1,4,4,0,4
454,24-265,EDM,1,0,1,0,0,3
455,24-267,TBL,2,1,3,0,4,6
456,24-268,FLA,0,0,0,-2,0,5
457,24-271,BUF,2,1,3,3,0,5
458,24-273,BOS,0,0,0,-1,0,2
459,24-275,NYR,0,2,2,0,0,2
460,24-278,STL,0,1,1,0,0,1
461,24-280,PHI,1,0,1,0,0,4
462,24-281,HAR,2,0,2,2,2,7
463,24-286,MTL,1,0,1,0,0,5
464,24-289,BOS,3,1,4,4,0,3
465,24-292,HAR,1,0,1,0,0,8
466,24-293,OTT,1,1,2,2,2,4
467,24-295,WSH,2,1,3,1,12,4
468,24-296,MDA,1,1,2,1,0,6
469,24-299,LAK,2,0,2,0,0,3
470,24-300,MDA,0,2,2,2,0,3
471,24-302,SJS,1,0,1,1,2,3
472,24-304,CHI,0,0,0,-1,2,2
473,24-306,BOS,0,2,2,-2,0,4
474,24-308,STL,0,4,4,3,0,4
475,24-310,SJS,0,1,1,3,0,3
476,24-312,TOR,2,3,5,0,2,7
477,24-315,MTL,1,0,1,-1,0,3
478,24-317,BUF,0,0,0,0,0,1
479,24-319,WSH,0,1,1,0,0,5
480,24-322,NJD,1,2,3,3,0,2
481,24-324,TBL,1,1,2,3,2,1
482,24-327,NYI,1,2,3,2,0,3
483,24-330,NYI,2,1,3,3,0,5
484,24-334,DAL,2,0,2,2,0,5
485,24-335,HAR,1,1,2,2,0,3
486,24-341,CGY,0,1,1,2,0,3
487,24-343,COL,0,1,1,0,0,5
488,24-345,NYR,0,0,0,-1,0,3
489,24-346,MTL,0,1,1,1,2,3
490,24-349,BUF,1,0,1,-2,0,2
491,24-352,PHX,0,0,0,2,2,4
492,24-355,VAN,1,2,3,1,0,1
493,24-356,MTL,1,2,3,-2,0,5
494,24-359,DET,0,3,3,-1,0,5
495,24-363,NYI,0,1,1,-3,0,3
496,25-000,PHI,0,0,0,-3,0,1
497,25-001,PHI,1,0,1,0,0,2
498,25-012,DET,0,0,0,0,0,1
499,25-042,LAK,0,2,2,2,0,5
500,25-044,FLA,1,1,2,1,0,4
501,25-047,HAR,1,2,3,-1,0,5
502,25-049,OTT,0,1,1,0,0,4
503,25-052,BOS,0,0,0,0,0,1
504,25-054,TBL,0,0,0,0,0,3
505,25-228,LAK,0,3,3,1,0,5
506,25-230,CAR,0,1,1,1,4,4
507,25-231,FLA,1,0,1,-3,0,4
508,25-235,MTL,0,0,0,-1,0,5
509,25-236,PHI,0,0,0,-1,4,2
510,25-238,CAR,1,1,2,1,0,4
511,25-241,NYR,0,0,0,1,0,2
512,25-242,MTL,0,0,0,-1,0,2
513,25-244,TBL,1,1,2,2,0,4
514,25-246,FLA,1,1,2,1,0,2
515,25-249,SJS,1,2,3,2,0,4
516,25-251,EDM,0,2,2,1,0,4
517,25-252,VAN,0,0,0,-1,0,5
518,25-255,CGY,0,0,0,0,0,3
519,25-259,VAN,0,3,3,-1,0,4
520,25-260,CHI,0,0,0,1,2,3
521,25-263,DAL,2,0,2,0,2,6
522,25-265,DET,0,0,0,-1,2,0
523,25-266,BUF,0,0,0,0,0,1
524,25-270,WSH,0,0,0,-2,0,4
525,25-280,NYR,1,0,1,2,0,3
526,25-282,BUF,1,1,2,1,2,6
527,25-284,CAR,0,0,0,-1,0,2
528,25-287,MTL,1,1,2,1,4,2
529,25-289,MTL,1,0,1,1,0,3
530,25-292,NJD,0,0,0,-3,2,1
531,25-294,MDA,2,1,3,3,2,6
532,25-297,LAK,0,2,2,-1,0,4
533,25-298,MDA,2,0,2,1,0,7
534,25-300,PHX,0,1,1,-1,0,1
535,25-304,TBL,1,0,1,-1,2,4
536,25-307,COL,0,2,2,2,0,1
537,25-308,STL,0,1,1,-1,0,3
538,25-314,WSH,2,1,3,2,0,7
539,25-315,MTL,0,0,0,0,0,0
540,25-317,NYI,1,3,4,2,0,5
541,25-319,CAR,0,1,1,0,0,4
542,25-322,COL,1,0,1,1,0,5
543,25-325,NYI,0,1,1,0,0,3
544,25-326,NJD,0,0,0,-2,0,4
545,25-329,NJD,0,3,3,1,2,4
546,25-331,CAR,1,2,3,2,2,2
547,25-333,BOS,0,1,1,-1,0,2
548,25-339,OTT,0,0,0,0,2,2
549,25-341,NJD,1,1,2,1,0,1
550,25-343,BOS,0,2,2,1,0,3
551,25-345,STL,0,0,0,-1,0,1
552,25-347,WSH,0,1,1,0,0,2
553,25-348,BOS,0,1,1,1,2,5
554,25-350,DET,0,1,1,1,4,1
555,25-352,NYI,1,1,2,0,0,4
556,25-354,WSH,1,0,1,-1,0,7
557,25-356,BUF,1,0,1,1,0,3
558,25-357,OTT,0,0,0,0,2,2
559,26-010,MTL,2,2,4,4,0,5
560,26-013,BOS,0,0,0,0,2,0
561,26-015,TOR,0,1,1,-1,0,4
562,26-018,CHI,0,2,2,1,2,8
563,26-020,PHI,1,3,4,3,0,6
564,26-021,PHI,1,1,2,1,0,3
565,26-024,CGY,1,2,3,2,0,5
566,26-027,BUF,0,2,2,1,4,4
567,26-028,BUF,0,0,0,-2,2,1
568,26-031,EDM,1,1,2,3,2,5
569,26-034,PHI,1,1,2,-2,0,2
570,26-035,DAL,0,0,0,0,2,3
571,26-039,NYI,0,1,1,1,2,4
572,26-041,NYR,0,1,1,1,2,5
573,26-042,OTT,0,0,0,0,0,2
574,26-045,SJS,0,1,1,-1,0,3
575,26-048,TBL,1,2,3,-1,2,6
576,26-049,FLA,0,1,1,-3,0,5
577,26-051,PHX,0,0,0,0,2,4
578,26-053,OTT,0,0,0,-3,0,0
